Date,Open,High,Low,Close,Adj Close,Volume
27/04/2023,165.190002,168.559998,165.190002,168.410004,167.950592,64902300
28/04/2023,168.490005,169.850006,167.880005,169.679993,169.217117,55209200
01/05/2023,169.279999,170.449997,168.639999,169.589996,169.127365,52472900
02/05/2023,170.089996,170.350006,167.539993,168.539993,168.080215,48425700
03/05/2023,169.5,170.919998,167.160004,167.449997,166.993195,65136000
04/05/2023,164.889999,167.039993,164.309998,165.789993,165.337723,81235400
05/05/2023,170.979996,174.300003,170.759995,173.570007,173.096512,113316400
08/05/2023,172.479996,173.850006,172.110001,173.5,173.026688,55962800
09/05/2023,173.050003,173.539993,171.600006,171.770004,171.301422,45326900
10/05/2023,173.020004,174.029999,171.899994,173.559998,173.086533,53724500
11/05/2023,173.850006,174.589996,172.169998,173.75,173.276016,49514700
12/05/2023,173.619995,174.059998,171,172.570007,172.33728,45497800
15/05/2023,173.160004,173.210007,171.470001,172.070007,171.837967,37266700
16/05/2023,171.990005,173.139999,171.800003,172.070007,171.837967,42110300
17/05/2023,171.710007,172.929993,170.419998,172.690002,172.457123,57951600
18/05/2023,173,175.240005,172.580002,175.050003,174.813934,65496700
19/05/2023,176.389999,176.389999,174.940002,175.160004,174.923798,55772400
22/05/2023,173.979996,174.710007,173.449997,174.199997,173.965073,43570900
23/05/2023,173.130005,173.380005,171.279999,171.559998,171.328644,50747300
24/05/2023,171.089996,172.419998,170.520004,171.839996,171.608261,45143500
25/05/2023,172.410004,173.899994,171.690002,172.990005,172.756714,56058300
26/05/2023,173.320007,175.770004,173.110001,175.429993,175.19342,54835000
30/05/2023,176.960007,178.990005,176.570007,177.300003,177.060898,55964400
31/05/2023,177.330002,179.350006,176.759995,177.25,177.010971,99625300
01/06/2023,177.699997,180.119995,176.929993,180.089996,179.847137,68901800
02/06/2023,181.029999,181.779999,179.259995,180.949997,180.705978,61945900
05/06/2023,182.630005,184.949997,178.039993,179.580002,179.33783,121946500
06/06/2023,179.970001,180.119995,177.429993,179.210007,178.968338,64848400
07/06/2023,178.440002,181.210007,177.320007,177.820007,177.5802,61944600
08/06/2023,177.899994,180.839996,177.460007,180.570007,180.326492,50214900
09/06/2023,181.5,182.229996,180.630005,180.960007,180.715973,48870700
12/06/2023,181.270004,183.889999,180.970001,183.789993,183.542145,54274900
13/06/2023,182.800003,184.149994,182.440002,183.309998,183.06279,54929100
