Date,Open,High,Low,Close,Adj Close,Volume
14/06/2023,183.369995,184.389999,182.020004,183.949997,183.701935,57462900
15/06/2023,183.960007,186.520004,183.779999,186.009995,185.759155,65433200
16/06/2023,186.729996,186.990005,184.270004,184.919998,184.670624,101235600
20/06/2023,184.410004,186.100006,184.410004,185.009995,184.760498,49799100
21/06/2023,184.899994,185.410004,182.589996,183.960007,183.711929,49515700
22/06/2023,183.740005,187.050003,183.669998,187,186.747818,51245300
23/06/2023,185.550003,187.559998,185.009995,186.679993,186.428238,53079300
26/06/2023,186.830002,188.050003,185.229996,185.270004,185.020157,48088700
27/06/2023,185.889999,188.389999,185.669998,188.059998,187.806381,50730800
28/06/2023,187.929993,189.899994,187.600006,189.25,188.994781,51216800
29/06/2023,189.080002,190.070007,188.940002,189.589996,189.33432,46347300
30/06/2023,191.630005,194.479996,191.259995,193.970001,193.70842,85069600
03/07/2023,193.779999,193.880005,191.759995,192.460007,192.20047,31458200
05/07/2023,191.570007,192.979996,190.619995,191.330002,191.071976,46920300
06/07/2023,189.839996,192.020004,189.199997,191.809998,191.551331,45094300
07/07/2023,191.410004,192.669998,190.240005,190.679993,190.422852,46778000
10/07/2023,189.259995,189.990005,187.039993,188.610001,188.355652,59922200
11/07/2023,189.160004,189.300003,186.600006,188.080002,187.82637,46638100
12/07/2023,189.679993,191.699997,188.470001,189.770004,189.514084,60750200
13/07/2023,190.5,191.190002,189.779999,190.539993,190.283035,41342300
14/07/2023,190.229996,191.179993,189.630005,190.690002,190.432846,41573900
17/07/2023,191.899994,194.320007,191.809998,193.990005,193.728394,50520200
18/07/2023,193.350006,194.330002,192.419998,193.729996,193.468735,48353800
19/07/2023,193.100006,198.229996,192.649994,195.100006,194.836899,80507300
20/07/2023,195.089996,196.470001,192.5,193.130005,192.869553,59581200
21/07/2023,194.100006,194.970001,191.229996,191.940002,191.681168,71917800
24/07/2023,193.410004,194.910004,192.25,192.75,192.490067,45377800
25/07/2023,193.330002,194.440002,192.919998,193.619995,193.358887,37283200
26/07/2023,193.669998,195.639999,193.320007,194.5,194.237701,47471900
27/07/2023,196.020004,197.199997,192.550003,193.220001,192.959427,47460200
28/07/2023,194.669998,196.630005,194.139999,195.830002,195.565918,48291400
31/07/2023,196.059998,196.490005,195.259995,196.449997,196.185074,38824100
01/08/2023,196.240005,196.729996,195.279999,195.610001,195.346207,35175100
02/08/2023,195.039993,195.179993,191.850006,192.580002,192.320297,50389300
03/08/2023,191.570007,192.369995,190.690002,191.169998,190.912201,61235200
04/08/2023,185.520004,187.380005,181.919998,181.990005,181.744583,115799700
07/08/2023,182.130005,183.130005,177.350006,178.850006,178.60881,97576100
08/08/2023,179.690002,180.270004,177.580002,179.800003,179.557526,67823000
09/08/2023,180.869995,180.929993,177.009995,178.190002,177.949707,60378500
10/08/2023,179.479996,180.75,177.600006,177.970001,177.729996,54686900
11/08/2023,177.320007,178.619995,176.550003,177.789993,177.789993,51988100
14/08/2023,177.970001,179.690002,177.309998,179.460007,179.460007,43675600
15/08/2023,178.880005,179.479996,177.050003,177.449997,177.449997,43622600
16/08/2023,177.130005,178.539993,176.5,176.570007,176.570007,46964900
17/08/2023,177.139999,177.509995,173.479996,174,174,66062900
18/08/2023,172.300003,175.100006,171.960007,174.490005,174.490005,61114200
21/08/2023,175.070007,176.130005,173.740005,175.839996,175.839996,46311900
22/08/2023,177.059998,177.679993,176.25,177.229996,177.229996,42084200
23/08/2023,178.520004,181.550003,178.330002,181.119995,181.119995,52722800
24/08/2023,180.669998,181.100006,176.009995,176.380005,176.380005,54945800
25/08/2023,177.380005,179.149994,175.820007,178.610001,178.610001,51449600
28/08/2023,180.089996,180.589996,178.550003,180.190002,180.190002,43820700
29/08/2023,179.699997,184.899994,179.5,184.119995,184.119995,53003900
30/08/2023,184.940002,187.850006,184.740005,187.649994,187.649994,60813900
31/08/2023,187.839996,189.119995,187.479996,187.869995,187.869995,60794500
01/09/2023,189.490005,189.919998,188.279999,189.460007,189.460007,45732600
05/09/2023,188.279999,189.979996,187.610001,189.699997,189.699997,45280000
06/09/2023,188.399994,188.850006,181.470001,182.910004,182.910004,81755800
07/09/2023,175.179993,178.210007,173.539993,177.559998,177.559998,112488800
08/09/2023,178.350006,180.240005,177.789993,178.179993,178.179993,65551300
11/09/2023,180.070007,180.300003,177.339996,179.360001,179.360001,58953100
12/09/2023,179.490005,180.130005,174.820007,176.300003,176.300003,90370200
13/09/2023,176.509995,177.300003,173.979996,174.210007,174.210007,84267900
14/09/2023,174,176.100006,173.580002,175.740005,175.740005,60895800
15/09/2023,176.479996,176.5,173.820007,175.009995,175.009995,109205100
18/09/2023,176.479996,179.380005,176.169998,177.970001,177.970001,67257600
19/09/2023,177.520004,179.630005,177.130005,179.070007,179.070007,51826900
20/09/2023,179.259995,179.699997,175.399994,175.490005,175.490005,58436200
21/09/2023,174.550003,176.300003,173.860001,173.929993,173.929993,63047900
22/09/2023,174.669998,177.080002,174.050003,174.789993,174.789993,56725400
25/09/2023,174.199997,176.970001,174.149994,176.080002,176.080002,46172700
26/09/2023,174.820007,175.199997,171.660004,171.960007,171.960007,64588900
27/09/2023,172.619995,173.039993,169.050003,170.429993,170.429993,66921800
28/09/2023,169.339996,172.029999,167.619995,170.690002,170.690002,56294400
29/09/2023,172.020004,173.070007,170.339996,171.210007,171.210007,51814200
02/10/2023,171.220001,174.300003,170.929993,173.75,173.75,52164500
03/10/2023,172.259995,173.630005,170.820007,172.399994,172.399994,49594600
04/10/2023,171.089996,174.210007,170.970001,173.660004,173.660004,53020300
05/10/2023,173.789993,175.449997,172.679993,174.910004,174.910004,48527900
06/10/2023,173.800003,177.990005,173.179993,177.490005,177.490005,57224100
09/10/2023,176.809998,179.050003,175.800003,178.990005,178.990005,42390800
10/10/2023,178.100006,179.720001,177.949997,178.389999,178.389999,43698000
11/10/2023,178.199997,179.850006,177.600006,179.800003,179.800003,47551100
12/10/2023,180.070007,182.339996,179.039993,180.710007,180.710007,56743100
13/10/2023,181.419998,181.929993,178.139999,178.850006,178.850006,51427100
16/10/2023,176.75,179.080002,176.509995,178.720001,178.720001,52517000
17/10/2023,176.649994,178.419998,174.800003,177.149994,177.149994,57549400
18/10/2023,175.580002,177.580002,175.110001,175.839996,175.839996,54764400
19/10/2023,176.039993,177.839996,175.190002,175.460007,175.460007,59302900
20/10/2023,175.309998,175.419998,172.639999,172.880005,172.880005,64189300
23/10/2023,170.910004,174.009995,169.929993,173,173,55980100
24/10/2023,173.050003,173.669998,171.449997,173.440002,173.440002,43816600
25/10/2023,171.880005,173.059998,170.649994,171.100006,171.100006,57157000
26/10/2023,170.369995,171.380005,165.669998,166.889999,166.889999,70345400
